Price,Validity,Description,Tags,Circle,Time,Price2,Days2,Tag1,Tag2,clean_price_per_day
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls + 20 paisa/min off-net calls in home LSA and National roaming including MTNL network in Mumbai and Delhi.Plan extension cannot be done with this voucher,BSNL Local,Kerala,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 65,30 days,ISD SMS @ Rs.3.0/sms -- US & Canada @ Rs.1.49/min -- Singapore @ Rs.1.49/min -- China @ Rs.1.49/min -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bahrain @ Rs.6.49/min -- Nepal @ Rs.9.5/min -- This STV will not be app,BSNL SMS,Kerala,2023-Q1,65.0,30,BSNL,SMS,2.166666667
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 2GB/day) + 100 SMS/day including M,BSNL STD,Kerala,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- 600GB (regular) Data at high speed (Post which unlimited @ 40 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun content (30 days) + EROS NOW Entertainm,BSNL STD,Kerala,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Free data 24GB.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area o,BSNL STD,Kerala,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive2 and Deactive customers only.Unlimited Local/STD/Roaming calls incl -- customers Mumbai and Delhi + 24GB + 100 SMS/day -- Applicable only for PV_1199 (For Inact,BSNL STD,Kerala,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Kerala,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Kerala,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 699,130 days,For Validity Extension / Plan Migration customers only -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 40 kbps after 0.5GB/day.100 SMS/day is incl,BSNL STD,Kerala,2023-Q1,699.0,130,BSNL,STD,5.376923077
Rs. 666,105 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming incl -- Mumbai and Delhi + Unlimited data (speed restricted to 40 kbps after 2GB/day) + 100 SMS/day is including MTNL area Mumb,BSNL STD,Kerala,2023-Q1,666.0,105,BSNL,STD,6.342857143
Rs. 485,82 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Incl,BSNL STD,Kerala,2023-Q1,485.0,82,BSNL,STD,5.914634146
Rs. 399,70 days,For Validity Extension / Plan Migration customers only -- Unlimited free Data with speed reduced to 40Kpbs after 1GB/day + Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai + The 100 Free SMS/d,BSNL STD,Kerala,2023-Q1,399.0,70,BSNL,STD,5.7
Rs. 397,180 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice (Local/STD)(on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day is including MTNL ar,BSNL STD,Kerala,2023-Q1,397.0,180,BSNL,STD,2.205555556
Rs. 249,45 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice in Home LSA and National roaming including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day -- Freebies validit,BSNL STD,Kerala,2023-Q1,249.0,45,BSNL,STD,5.533333333
Rs. 201,90 days,For Validity Extension / Plan Migration customers only -- PV for GP-II and beyond GP-II customers only.Free voice 300 min.6GB data.99 SMS.All other terms and conditions as per plan 107 -- Freebies will be applicable for the whole validity period -- Applic,BSNL STD,Kerala,2023-Q1,201.0,90,BSNL,STD,2.233333333
Rs. 199,30 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls(Local/STD) any-net in Home LSA and national roaming including MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40Kbps after 2GB/day + 100 SMS/day to Any,BSNL STD,Kerala,2023-Q1,199.0,30,BSNL,STD,6.633333333
Rs. 197,84 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 Kbps after 2GB/day + 100SMS/day + Zing(18days).All freebies valid for first 18 days o,BSNL STD,Kerala,2023-Q1,197.0,84,BSNL,STD,2.345238095
Rs. 183,90 days,Local BSNL to BSNL @ Rs.0.01/2 seconds -- Local BSNL to Other @ Rs.1.0 p/sec -- STD BSNL to BSNL @ Rs.0.03/2 seconds -- STD BSNL to Other @ Rs.2.0 p/sec,BSNL STD,Kerala,2023-Q1,183.0,90,BSNL,STD,2.033333333
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Kolkata,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 65,30 days,ISD SMS @ Rs.3.0/sms -- US & Canada @ Rs.1.49/min -- Singapore @ Rs.1.49/min -- China @ Rs.1.49/min -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bahrain @ Rs.6.49/min -- Nepal @ Rs.9.5/min,BSNL SMS,Kolkata,2023-Q1,65.0,30,BSNL,SMS,2.166666667
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Kolkata,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL Local,Kolkata,2023-Q1,1198.0,365,BSNL,Local,3.282191781
Rs. 269,28 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Kolkata,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls Local/STD/National Roaming incl -- MTNL network in Mumbai and Delhi,BSNL Local,Kolkata,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 1515,365 days,2G/3G Data: 2 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps,BSNL 3G Data,Kolkata,2023-Q1,1515.0,365,BSNL,3G Data,4.150684932
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 2GB/day) + 100 SMS/day including M,BSNL STD,Kolkata,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- 600GB (regular) Data at high speed (Post which unlimited @ 40 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun content (30 days) + EROS NOW Entertainm,BSNL STD,Kolkata,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mum,BSNL STD,Kolkata,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive customers(GP-II and beyond GP-II customers)only.Unlimited Local/STD/Roaming calls incl.customers Mumbai and Delhi + 24GB + 100 SMS/day -- Applicable only for PV,BSNL STD,Kolkata,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Kolkata,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Kolkata,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 699,130 days,For Validity Extension / Plan Migration customers only -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 40 kbps after 0.5GB/day.100 SMS/day is incl,BSNL STD,Kolkata,2023-Q1,699.0,130,BSNL,STD,5.376923077
Rs. 666,105 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls + 2 GB data/Day + 100 SMS/day+ PRBT+Zing + Hardy Mobile Games + Astrotell and GameOn services for 105 days -- Base plan as per PV107/Per Min plan -- Applicable only for Plan V,BSNL STD,Kolkata,2023-Q1,666.0,105,BSNL,STD,6.342857143
Rs. 485,82 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Incl,BSNL STD,Kolkata,2023-Q1,485.0,82,BSNL,STD,5.914634146
Rs. 399,70 days,"2G/3G Data: 1 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- + Free BSNL tunes + Lokdhun content (including MTNL)",BSNL STD,Kolkata,2023-Q1,399.0,70,BSNL,STD,5.7
Rs. 397,180 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice (Local/STD)(on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day is including MTNL ar,BSNL STD,Kolkata,2023-Q1,397.0,180,BSNL,STD,2.205555556
Rs. 249,45 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice in Home LSA and National roaming including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day -- Freebies validit,BSNL STD,Kolkata,2023-Q1,249.0,45,BSNL,STD,5.533333333
Rs. 201,60 days,For Validity Extension / Plan Migration customers only -- PV for GP-II and beyond GP-II customers only.Free voice 300 min.6GB data.99 SMS.All other terms and conditions as per plan 107.Freebies will be applicable for whole validity period -- Applicable on,BSNL STD,Kolkata,2023-Q1,201.0,60,BSNL,STD,3.35
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Madhya Pradesh,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Madhya Pradesh,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Madhya Pradesh,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL Local,Madhya Pradesh,2023-Q1,1198.0,365,BSNL,Local,3.282191781
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls Local/STD/National Roaming incl -- MTNL network in Mumbai and Delhi,BSNL Local,Madhya Pradesh,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 65,30 days,ISD SMS @ Rs.3.0/sms -- US & Canada @ Rs.1.49/min -- Singapore @ Rs.1.49/min -- China @ Rs.1.49/min -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bahrain @ Rs.6.49/min -- Nepal @ Rs.9.5/min -- This STV will not be app,BSNL SMS,Madhya Pradesh,2023-Q1,65.0,30,BSNL,SMS,2.166666667
Rs. 1515,365 days,2G/3G Data: 2 GB / Day -- Post FUP Speed: 40 Kbps,BSNL 2G Data,Madhya Pradesh,2023-Q1,1515.0,365,BSNL,2G Data,4.150684932
Rs. 239,32 days,Unlimited voice calls Local/STD/Roaming incl.MTNL network+ Unlimited data with speed reduced to 40 kbps after 2GB/day+ 100 SMS/day+ Bundling of Challenges Arena Mobile Gaming Service on Progressive Web App (PWA) by M/s Onmobile Global Limited + *Rs.10 Tal,BSNL Top up,Madhya Pradesh,2023-Q1,239.0,32,BSNL,Top up,7.46875
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 2GB/day) + 100 SMS/day including M,BSNL STD,Madhya Pradesh,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- 600GB (regular) Data at high speed (Post which unlimited @ 80 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun content (30 days) + EROS NOW Entertainm,BSNL STD,Madhya Pradesh,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mum,BSNL STD,Madhya Pradesh,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive2 and Deactive customers only.Unlimited Local/STD/Roaming calls incl.customers Mumbai and Delhi + 24GB + 100 SMS/day. -- Applicable only for PV_1199 (For Inactiv,BSNL STD,Madhya Pradesh,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Madhya Pradesh,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 80kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Madhya Pradesh,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 699,130 days,For Validity Extension / Plan Migration customers only -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 40 kbps after 0.5GB/day.100 SMS/day is incl,BSNL STD,Madhya Pradesh,2023-Q1,699.0,130,BSNL,STD,5.376923077
Rs. 666,105 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming incl.Mumbai and Delhi + Unlimited data (speed restricted to 40 kbps after 2GB/day) + 100 SMS/day including MTNL area Mumbai and,BSNL STD,Madhya Pradesh,2023-Q1,666.0,105,BSNL,STD,6.342857143
Rs. 485,82 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Incl,BSNL STD,Madhya Pradesh,2023-Q1,485.0,82,BSNL,STD,5.914634146
Rs. 399,70 days,For Validity Extension / Plan Migration customers only -- Unlimited free Data with speed reduced to 40Kpbs after 1GB/day + Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai + The 100 Free SMS/d,BSNL STD,Madhya Pradesh,2023-Q1,399.0,70,BSNL,STD,5.7
Rs. 397,180 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice (Local/STD)(on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day is including MTNL ar,BSNL STD,Madhya Pradesh,2023-Q1,397.0,180,BSNL,STD,2.205555556
Rs. 249,45 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice in Home LSA and National roaming including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day -- Freebies validit,BSNL STD,Madhya Pradesh,2023-Q1,249.0,45,BSNL,STD,5.533333333
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Maharashtra,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL 3G Data,Maharashtra,2023-Q1,1198.0,365,BSNL,3G Data,3.282191781
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Maharashtra,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,Unlimited voice calls (Local/STD) any-net in Home LSA and national roaming including MTNL network in Mumbai and Delhi + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes+Hardy Mobile Games service by M/s ONE97 communications li,BSNL Local,Maharashtra,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls Local/STD/National Roaming incl -- MTNL network in Mumbai and Delhi,BSNL Local,Maharashtra,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 65,30 days,ISD SMS @ Rs.3.0/sms -- US & Canada @ Rs.1.49/min -- Singapore @ Rs.1.49/min -- China @ Rs.1.49/min -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bahrain @ Rs.6.49/min -- Nepal @ Rs.9.5/min -- This STV will not be app,BSNL SMS,Maharashtra,2023-Q1,65.0,30,BSNL,SMS,2.166666667
Rs. 12,12 days,VAS Package including SMS and WAP,BSNL Other,Maharashtra,2023-Q1,12.0,12,BSNL,Other,1.0
Rs. 1515,365 days,2G/3G Data: 2 GB / Day -- Post FUP Speed: 40 Kbps,BSNL 2G Data,Maharashtra,2023-Q1,1515.0,365,BSNL,2G Data,4.150684932
Rs. 228,32 days,Unlimited voice calls Local/STD/Roaming incl -- MTNL network + Unlimited data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day + Bundling of Challenges Arena Mobile Gaming Service on Progressive Web App (PWA) by M/s Onmobile Global Limited,BSNL 2G Data,Maharashtra,2023-Q1,228.0,32,BSNL,2G Data,7.125
Rs. 239,32 days,Unlimited voice calls Local/STD/Roaming incl.MTNL network+ Unlimited data with speed reduced to 40 kbps after 2GB/day+ 100 SMS/day+ Bundling of Challenges Arena Mobile Gaming Service on Progressive Web App (PWA) by M/s Onmobile Global Limited + *Rs.10 Tal,BSNL Top up,Maharashtra,2023-Q1,239.0,32,BSNL,Top up,7.46875
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 2GB/day) + 100 SMS/day including M,BSNL STD,Maharashtra,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- 600GB (regular) Data at high speed (Post which unlimited @ 40 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun content (30 days) + EROS NOW Entertainm,BSNL STD,Maharashtra,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1859,365 days,Validity Extension -- (This Plan is applicable for PatanjaliBSNL Plan customers only).250 Minutes/day Free Local/STD Calls to Mobile/Landline(Any Network) .Free SMS Local/National(Any Network) are 100 SMS/day to Any N/w Including while Roaming in Mumbai a,BSNL STD,Maharashtra,2023-Q1,1859.0,365,BSNL,STD,5.093150685
Rs. 1551,365 days,For Validity Extension / Plan Migration customers only -- (This Plan is Krishi Plan customers only).Free Local Calls on any Network (Local/STD) Unlimited.Free SMS Local/National any network (Nos) 2400.Free GPRS(GB) (Both 2G/3G/4G): 2GB/day.,BSNL STD,Maharashtra,2023-Q1,1551.0,365,BSNL,STD,4.249315068
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mum,BSNL STD,Maharashtra,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive2 and Deactive customers only.Unlimited Local/STD/Roaming calls incl.customers Mumbai and Delhi + 24GB + 100 SMS/day -- Applicable only for PV_1199 (For Inactive,BSNL STD,Maharashtra,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Maharashtra,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Maharashtra,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 930,180 days,Validity Extension -- (This Plan is applicable for PatanjaliBSNL Plan customers only).250 Minutes/day Free Local/STD Calls to Mobile/Landline(Any Network) .Free SMS Local/National(Any Network) are 100 SMS/day to Any N/w Including while Roaming in Mumbai a,BSNL STD,Maharashtra,2023-Q1,930.0,180,BSNL,STD,5.166666667
Rs. 776,180 days,For Validity Extension / Plan Migration customers only -- (This Plan is Krishi Plan customers only).Free Local Calls on any Network (Local/STD) Unlimited.Free SMS Local/National any network (Nos) 1200.Free GPRS(GB) (Both 2G/3G/4G):1.5GB/day,BSNL STD,Maharashtra,2023-Q1,776.0,180,BSNL,STD,4.311111111
Rs. 65,N.A.,4 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Mumbai,2023-Q1,65.0,N.A.,Airtel,4G Data,
Rs. 181,30 days,Data: 1GB/day; Validity: 30 DAYS,Airtel 4G Data,Mumbai,2023-Q1,181.0,30,Airtel,4G Data,6.033333333
Rs. 2999,365 days,"Get Unlimited Calls + 850GB Data + 100 SMS/Day -- Pack Validity - 365 Days -- Enjoy Night data without limits from 12am to 6am! Vi Movies & TV Classic access! Post 850 GB Data quota usage, data will be charged at 50 p/MB -- Post daily 100 SMS limit chargi",Vi Local,Mumbai,2023-Q1,2999.0,365,Vi,Local,8.216438356
Rs. 75,7 days,6 GB Data -- No Outgoing SMS -- Valid for 7 Days -- No Service Validity,Vi 4G Data,Mumbai,2023-Q1,75.0,7,Vi,4G Data,10.714285714
Rs. 55,7 days,"3.3 GB Data for 7 Days, No Service Validity Premium Music Subscription for 1 Month 1 -- No Ads 2 -- HD quality 3 -- Music Videos 4 -- Podcasts & More",Vi 4G Data,Mumbai,2023-Q1,55.0,7,Vi,4G Data,7.857142857
Rs. 25,1 days,"1.1 GB Data for 1 Day, No Service Validity Premium Music Subscription for 7 days 1 -- No Ads 2 -- HD quality 3 -- Music Videos 4 -- Podcasts & More",Vi 4G Data,Mumbai,2023-Q1,25.0,1,Vi,4G Data,25.0
Rs. 949,180 days,Unlimited Calls to All Networks + 12GB Data + 1200 SMS -- Valid for 180 Days,Vi Local,Mumbai,2023-Q1,949.0,180,Vi,Local,5.272222222
Rs. 279,90 days,Rs279 Limited Validity Talk-time + All Local/National Calls at 2.5p/sec+500MB Data -- No Outgoing SMS -- Valid for 90 Days,Vi Full Talktime,Mumbai,2023-Q1,279.0,90,Vi,Full Talktime,3.1
Rs. 108,15 days,"6 GB Data for 15 Days, No Service Validity -- Premium Music Subscription for 3 months 1 -- No Ads 2 -- HD quality 3 -- Music Videos 4 -- Podcasts & More",Vi 4G Data,Mumbai,2023-Q1,108.0,15,Vi,4G Data,7.2
Rs. 698,28 days,"Sony Liv Mobile Subscription for 1 Year, 10 GB data for 28 days, No Service Validity",Vi 4G Data,Mumbai,2023-Q1,698.0,28,Vi,4G Data,24.928571429
Rs. 198,50 days,3G Data: 2 GB / Day,MTNL 3G Data,Mumbai,2023-Q1,198.0,50,MTNL,3G Data,3.96
Rs. 56,10 days,3G Data: 10 GB,MTNL 3G Data,Mumbai,2023-Q1,56.0,10,MTNL,3G Data,5.6
Rs. 16,1 days,3G Data: 2 GB,MTNL 3G Data,Mumbai,2023-Q1,16.0,1,MTNL,3G Data,16.0
Rs. 151,30 days,Get 8GB Data for 30 days & Disney+ Hotstar Mobile only Subscription for 3 months -- No service validity,Vi 4G Data,Mumbai,2023-Q1,151.0,30,Vi,4G Data,5.033333333
Rs. 39,7 days,2G/3G/4G Data: 3 GB -- No Service Validity,Vi 4G Data,Mumbai,2023-Q1,39.0,7,Vi,4G Data,5.571428571
Rs. 63,28 days,US & Canada @ Rs.1.5/min -- All calls (except premium areas in US/Canada) to USA & Canada @ 1.5 Rs/min For list of exclusion codes on this ISD ratecutter - refer www.myvi.in/content/dam/vodafoneideadigital/StaticPages/consumerimages/misc/Exclusion_List.xl,Vi ISD,Mumbai,2023-Q1,63.0,28,Vi,ISD,2.25
Rs. 82,14 days,Get Sony Liv Premium Mobile only subscription for 28 days + 4GB Data for 14 days -- No service validity,Vi 4G Data,Mumbai,2023-Q1,82.0,14,Vi,4G Data,5.857142857
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Mumbai,2023-Q1,18.0,28,Airtel,ISD,0.642857143
